paper_id,title,abstract,manual_label
4e4fd4b2de610ab361ca493d33c129b5303626d1,Automated Detection of Self-Admitted Technical Debt: A Systematic Literature Review.,"In modern software development, developers frequently introduce comments that describe temporary solutions, incomplete implementations, or deferred improvements. These comments, commonly referred to as Self-Admitted Technical Debt (SATD), may provide short-term flexibility but can accumulate into long-term maintenance challenges and quality degradation. This paper presents a systematic literature review of automated SATD detection research published between 2015 and 2025. Following established systematic review guidelines, we analyzed 46 primary studies selected from an initial pool of 1,537 publications. The review provides a structured synthesis of the field by: 1) identifying and categorizing the main SATD detection objectives; 2) analyzing representation techniques for textual, structural, and hybrid inputs; 3) comparing learning approaches ranging from traditional machine learning to transformer-based and large language models; and 4) summarizing evaluation practices and performance trends. Our findings reveal a clear methodological evolution from keyword-based and feature-engineered models toward context-aware and multi-modal architectures. While transformer-based approaches such as BERT and CodeBERT demonstrate strong potential, their adoption is constrained by limited benchmark datasets, inconsistent evaluation protocols, and a lack of explainability. To address these challenges, the review highlights key research gaps and outlines future directions, including standardized benchmarks, explainable SATD detection, and cross-project generalization. Overall, this study consolidates a decade of SATD research into a unified perspective and provides actionable guidance for developing more robust, interpretable, and scalable SATD detection techniques to support sustainable software maintenance.",SLR
914e0d4647336b1538c742dc060b2f87a5f4b173,Global Trends and Empirical Metrics in the Evaluation of Code Smells and Technical Debt: A Bibliometric Study.,"Software quality and long-term maintainability represent fundamental challenges in modern software engineering. Among the critical factors that affect these attributes are code smells, indicators of structural deficiencies in the source code, which, although they do not directly affect functionality, significantly increase technical debt and maintenance costs. This study presents a comprehensive bibliometric analysis of the scientific literature published between 2020 and 2024, with the objective of identifying the main trends, authors, sources, metrics and mitigation techniques associated with code smells and their relationship with technical debt. Seventy-eight articles extracted from the Scopus and Web of Science databases were analyzed using Bibliometrix (R), Biblioshiny and VOSviewer tools, applying productivity indicators, co-authorship networks, term co-occurrence analysis and thematic evolution. The results reveal a growing annual scientific production $(+35.79\%)$ , a concentration of publications in Q1 journals such as Journal of Systems and Software and IEEE Transactions on Software Engineering, and a strong presence of key authors such as Fabio Palomba and Tomas Cerny. The most prominent topics include the application of artificial intelligence techniques for automated detection of code smells, the use of empirical metrics such as cyclomatic complexity and data dependencies, and the implementation of strategies such as automated refactoring and peer review for mitigation. In addition, research gaps were identified in the evaluation of emerging code smells in modern architectures such as microservices or scientific software. This study not only consolidates existing knowledge, but also proposes new lines of research aimed at improving software sustainability through the use of predictive models and hybrid techniques. The bibliometric evidence obtained provides a solid framework for researchers and practitioners interested in optimizing code quality and proactively managing technical debt.",Survey
b92d0ebc6257e579591f7fadc7f5ac1c3fbd4716,Predicting Vulnerable Code Changes Using Technical Debt Indicators.,"Technical debt refers to the cost of delayed technical work and poor design choices in software systems. Software security focuses on protecting systems against vulnerabilities and exploits. In this study, we explore the relationship between technical debt and software vulnerabilities to understand how technical debt impacts software security. We collected real world data from six software projects, including code changes and corresponding vulnerabilities. We investigate various technical debt indicators, such as code smells, bugs, and software metrics, along with technical debt mitigation methods like refactoring activities, to predict vulnerabilities. The findings reveal a significant association between technical debt and vulnerabilities, highlighting the impact of technical debt on software security. We also identify specific artifacts, such as code smells, that contribute to the emergence of vulnerabilities. By understanding this relationship, software practitioners and project managers can gain insights into the risks associated with accumulated technical debt and take appropriate measures to enhance software security and quality.",Empirical Study
77ff58544ea3bd7ab1ebef48bc3749025be5ab8a,Estimating Technical Debt Through Changes Related to Code Smells in the Evolution of Software Projects.,"Technical debt and code smells are related concepts used to describe the trade-offs and consequences of suboptimal coding practices. Leaving code smells in the code means that developers choose a quick solution instead of the optimal code, and this can be a sign of technical debt or the implied cost of additional work during maintenance. Technical debt measurement must be applied to better manage code smells during the evolution of a software project. However, existing approaches to measuring the principal, i.e., the effort required to refactor the suboptimal code to pay off the debt, are limited, such that the effort measurement is coarse-grained or insensitive to the characteristics of code smell instances and their changes over time. Moreover, none of the existing approaches measure the interest, i.e., the extra effort developers spend understanding or working around code smells during maintenance. This research presents a method to estimate technical debt in terms of the effort to pay off the principal and the effort that has been paid for the interest. The method comprises a set of fine-grained metrics for measuring the sizes of change activities that are related to code smells in each version of the software project history. The sizes of change activities are then applied to a maintenance effort estimation model to determine the principal and interest. An experiment compared the application of two maintenance effort estimation models, COCOMO II and Change Acceptance Analysis (CAA), to the proposed method and suggested COCOMO II for technical debt estimation.",Tool Paper
0e1d662dcf9fb3ee84ba8b347f40d7857e188b6a,"A Systematic Literature Review on Technical Debt in Software Development: Types, Tools, and Concerns.","Software projects often accumulate technical debt, which undermines code quality, maintainability, and long-term viability. This article analyses twelve categories of technical debt and examines the capabilities of existing mitigation tools. To achieve this, we conducted a systematic literature review. Based on the results, we categorise and describe each debt type as it occurs in practice, and we assess prominent tools (such as AnaConDebt, CAST, DebtFlag, Visminer TD, and TD-Tracker) with respect to the debt types they target, the programming languages they support, and their adherence to established software quality models or methodologies. Our analysis shows that most current solutions focus on code and architectural debt, whereas documentation and process debt remain largely unaddressed. Moreover, most tools do not conform to software quality models or standards, which none of them explicitly incorporate.",SLR
5274bb17474d77693cb6751e2355365bd87d53f3,Technical Debt of Software Projects Based on Merge Code Comments.,"Developers use code comments for various reasons, such as explaining code, documenting specifications, communicating with other developers, and highlighting upcoming tasks. Software projects with minimal documentation often have a significant number of comments. In this sense, the code comment analysis technique can be used to examine more complex aspects of software projects, such as TD generated by merge conflicts. The TD resulting from the resolution of merge conflicts occurs when the resulting code contains comments that indicate tasks to be performed in the future. There are no studies directly linking merge conflicts and TD. The purpose of this study is to identify and analyze code comments generated when resolving merge conflicts from this perspective. This process can lead to improvements in software quality and help in managing TD. To this end, an exploratory analysis was carried out in 100 software projects, with a specific focus on task annotations originating from the resolution of merge conflicts. The results revealed that 60.61% of the analyzed projects have at least one code comment indicating the creation or maintenance of TD. In addition, metrics such as accuracy, precision, recall, and F1-score were applied across different software projects to enhance the effectiveness and reliability of the built data model. The metric results suggest that the tool was able to correctly classify in most cases, but was not particularly precise in this classification due to the size of the analyzed projects and the variety of task annotations, including the presence of some and the absence of others.",Empirical Study
ca3c33d15b03cf2c8829ab0bb098920a50176bf7,Technical Debt in Pull Requests: Insights from Apache Projects.,"Technical Debt (TD) represents the effort required to address quality issues that affect a software system and progressively hinder code evolution over time. A pull request (PR) is a discrete unit of work that must meet specific quality standards to be integrated into the main codebase. PRs offer a valuable opportunity to assess how developers handle TD and how codebase quality evolves. In this work, we conducted two empirical analyses to understand how developers address TD within PRs and whether TD is effectively managed during PR reviews by both developers and reviewers. We examined 12 Java projects from Apache. The first study employed the SonarQube tool on 2,035 merged PRs to evaluate TD variation, identify the most frequently neglected and resolved types of TD issues, and analyze how TD evolves over time. The second study involved a qualitative analysis of review threads of 250 PRs, focusing on the types of PRs that frequently discuss TD, the characteristics of TD fix suggestions, and the reasons some suggestions are rejected. Our findings reveal that TD issues are prevalent in PRs, following a ratio of 1:2:1 (reduced: unchanged: increased). Among all TD issues, those related to code duplication and cognitive complexity are most frequently overlooked, while code duplication and obsolete code are the most commonly resolved. Regarding PR code review, we found that around 76% of review threads address TD, with code, design, and documentation being the most frequently discussed areas. Additionally, 96% of discussions include a fix suggestion, and over 80% of the discussed issues are resolved. These insights can help practitioners become more aware of TD management and may inspire the development of new tools to facilitate TD handling during PRs.",Empirical Study
f8a52e7a81c5c3a13ea06b1b3a9c3ce91f7a390e,Predicting software developer sentiment on self-admitted technical debt.,"Technical debt is a metaphor for sacrificing long-term code quality in order to achieve short-term project goals. The technical debt that developers intentionally introduce into project is called self-admitted technical debt (SATD), which usually exists in the form of code comments in software projects. The existence of SATD poses a huge challenge to software quality and robustness. Analyzing the sentiments of SATD helps to understand the behavioral habits of developers when annotating SATD. In order to explore the performance of generative pre-trained models in SATD sentiment prediction, a SATD sentiment prediction method based on the GPT-3.5-turbo fine-tuning model is proposed, and research is carried out on 18 open source projects. Empirical results show that, compared with a set of traditional machine learning and deep learning techniques, the fine-tuning GPT-3.5-turbo model improves the evaluation indicators precision, recall and F1-score by 14.2%, 11.5%, and 17.3%, respectively. The effectiveness of the SATD sentiment prediction method based on GPT-3.5-turbo is verified, indicating the potential of generative pre-trained models to capture nuanced complex sentiment—i.e., developer comments that combine neutral technical observations with subtle negative cues such as hesitation or frustration. However, our comparison does not include recent large language model (LLM)-based approaches, which are reserved for future investigation.",Empirical Study
6013f32135bf2788e4d66294123e9afa141deaf8,Understanding and Identifying Technical Debt in the Co-Evolution of Production and Test Code.,"The co-evolution of production and test code (PT co-evolution) has received increasing attention in recent years. However, we found that existing work did not comprehensively study various PT co-evolution scenarios, such as the qualification and persistence of their effects on software. Inspired by technical debt (TD), we refer to TD generated during the co-evolution between production and test code as PT co-evolution technical debt (PTCoTD). To better understand PT co-evolution, we first conducted an exploratory study on its characteristics on 15 open-source projects, finding unbalanced PT co-evolution prevalent and summarizing five potential PT flaws. Then we proposed an approach to identify and quantify PTCoTDs of these flaw patterns, considering evolutionary and structural relationships. We also built prediction models to describe cost trajectories and rank all PTCoTDs to prioritize expensive ones. The evaluation on the 15 projects shows that our approach can identify PTCoTDs that deserve attention. The identified PTCoTDs account for about half of the project's total maintenance costs, and the cost proportion of the expensive Top-5 is 1.8x more than the file proportion they contain. Almost all covered maintenance costs persist as PTCoTD in the future, with an average increase of 6.8% between the last two releases. Our approach also accurately predicts the costs of PTCoTD with an average prediction deviation of only 8.3%. Our study provides valuable insights into PT co-evolution scenarios and their effects, which can guide practices and inspire future work on software testing and maintenance.",Empirical Study
2eb06ecd0718cd2a9ed0edfe7f2b92257a753dac,Unadmitted Technical Debt: Dataset and Detection Approaches.,"In recent years, researchers have proposed various approaches to detect code comments that explicitly acknowledge Technical Debt (TD), which are referred to as Self-Admitted Technical Debt (SATD) comments. Previous studies have proven that hidden patterns can be learned from SATD code snippets to predict whether the code snippets hold TD without the aid of comments. In this study, we refer to such TD as unadmitted TD, i.e., TD whose code snippets exhibit patterns similar to those of SATD, but are not annotated with comments indicating the existence of TD. Given that current unadmitted TD datasets are limited to method-level and conditional-statement-level code snippets, we construct the world’s most comprehensive dataset of code snippets and their corresponding comments, which includes 18 popular Java open-source projects and covers code snippets at the file, class, method and block levels. Around this dataset, we have conducted four key research activities. Firstly, we propose an automated framework for data collection and annotation, which extracts commented code snippets of varying granularity from projects and assigns SATD labels using three state-of-the-art SATD detection approaches. Secondly, we conduct a rigorous evaluation process, including the validity test, reliability test and manual verification, to ensure the accuracy and consistency of the dataset before further analysis and utilization. Additionally, we propose a metric-based detection approach named LiteM that detects unadmitted TD solely based on code metrics. As for the real-world scenarios where training data is scarce, we further introduce LiteMC, which generates pseudo-labels for commented code snippets and then employs LiteM to train a model on these pseudo-labeled data, enabling the detection of unadmitted TD in uncommented code snippets. The experimental results demonstrate the effectiveness and efficiency of both LiteM and LiteMC. The dataset and the code are available at https://github.com/HduDBSI/Dataset4TD.",Tool Paper
051c3b5b4cdbddc215ccb0717d6f783c86f8a870,PromptDebt: A Comprehensive Study of Technical Debt Across LLM Projects.,"Large Language Models (LLMs) are increasingly embedded in software via APIs like OpenAI, offering powerful AI features without heavy infrastructure. Yet these integrations bring their own form of self-admitted technical debt (SATD). In this paper, we present the first large-scale empirical study of LLM-specific SATD: its origins, prevalence, and mitigation strategies. By analyzing 93,142 Python files across major LLM APIs, we found that 54.49% of SATD instances stem from OpenAI integrations and 12.35% from LangChain use. Prompt design emerged as the primary source of LLM-specific SATD, with 6.61% of debt related to prompt configuration and optimization issues, followed by hyperparameter tuning and LLM-framework integration. We further explored which prompt techniques attract the most debt, revealing that instruction-based prompts (38.60%) and few-shot prompts (18.13%) are particularly vulnerable due to their dependence on instruction clarity and example quality. Finally, we release a comprehensive SATD dataset to support reproducibility and offer practical guidance for managing technical debt in LLM-powered systems.",Empirical Study
015837116c98eddd3d881d82e0c476354937fe58,Racing Against the Clock: Exploring the Impact of Scheduled Deadlines on Technical Debt.,"Background: Technical Debt (TD) describes suboptimal software development practices with long-term consequences, such as defects and vulnerabilities. Deadlines are a leading cause of the emergence of TD in software systems. While multiple aspects of TD have been studied, the empirical research findings on the impact of deadlines are still inconclusive. Aims: This study investigates the impact of scheduled deadlines on TD. It analyzes how scheduled deadlines affect code quality, commit activities, and issues in issue-tracking systems. Method: We analyzed eight Open Source Software (OSS) projects with regular release schedules using SonarQube. We analyzed 12.3k commits and 371 releases across these eight OSS projects. The study combined quantitative metrics with qualitative analyses to comprehensively understand TD accumulation under scheduled deadlines. Results: Our findings indicated that some projects had a clear increase in TD as deadlines approached (with above 50% of releases having increasing TD accumulation as deadlines approached), while others managed to maintain roughly the same amount of TD. Analysis of commit activities and issue tracking revealed that deadline proximity could lead to increased commit frequency and bug-related issue creation. Conclusions: Our study highlights that, in some cases, impending deadlines have a clear impact on TD. The findings pinpoint the need to mitigate last-minute coding rushes and the risks associated with deadline-driven TD accumulation.",Empirical Study
fd2c845b287d7f8864e1fe8ddc0ffd8ccfa23286,A case study on decoding human factors and socio-technical debt in large scale agile project.,"This study investigate influence of human factors on socio-technical debt in large-scale agile projects. Existing research acknowledges technical debt but it lacks investigation into how human factors influence debt accumulation and mitigation in large-scale agile projects. We conducted a case study with inductive analysis and identified three primary categories of human factors: personal essence and growth, collaborative perseverance, and organizational dynamics. We maps these factors to specific debt categories. Personal essence and growth factors predominantly inhibit people debt, while collaborative perseverance factors primarily mitigate social debt and organizational dynamic factors significantly contribute to organizational debt. Notably, all human factors influence process debt. These findings provide insights into how human factors modulate socio-technical debt in large-scale agile environments, offering valuable practical and research implications.",Case Study
359c16627d5c086377296ea7dc343f9a1d3f6a64,Product Guardian Role and Socio-Technical Debt Management in Large-Scale Agile.,"Large-scale agile (LSA) development presents challenges in effectively integrating technical expertise. Prior research reported a range of challenges in LSA, however, specific mechanisms and roles for ensuring technical quality remain underexplored. This qualitative case study investigates specialized ‘Product Guardian’ role within LSA context, examining its responsibilities, challenges, and impact on product quality. Semi-structured interviews were conducted with software professionals and analyzed using thematic analysis. We identified four primary themes: perceived necessity and value proposition of Product Guardian role; core responsibilities associated with the role, ensuring effective development by bridging technical and product perspectives; challenges faced by individuals fulfilling this role. Additionally common impediments within LSA teams that Product Guardian interacts with or mitigates. Our findings suggest that Product Guardian role can be instrumental in enhancing product quality by proactively addressing socio-technical debt in LSA projects. This study provides practical insights for organizations that customizing roles focused on technical integration can be a viable strategy to overcome challenges to product quality in LSA development.",Case Study
