paper_id,title,year,venue,rule_predicted,rule_confidence,zs_predicted,zs_confidence,hybrid_label,hybrid_confidence,hybrid_method
b7c535d5ad1c1e6a811eb175278a5ad8c6e070d5,Build Code Needs Maintenance Too: A Study on Refactoring and Technical Debt in Build Systems.,2025,MSR,Tool Paper,0.667,Empirical Study,0.5481,Tool Paper,0.667,rule
8076bb1c2221a586b8c351eb7669e9aac3ee1078,Exploring the Relationship Between Technical Debt and Lead Time: An Industrial Case Study.,2025,SANER,Case Study,0.667,Empirical Study,0.9183,Case Study,0.667,rule
9c1bb12751c9e46ce590f7c480976925a061a8cb,A First Look at the Lifecycle of DL-Specific Self-Admitted Technical Debt.,2025,SANER-C,Unknown,0.0,Empirical Study,0.4963,Empirical Study,0.4963,zero-shot
fce9b308540ffe8959b20d7e9cd0c8ff10b6f791,ACE: Automated Technical Debt Remediation with Validated Large Language Model Refactorings.,2025,SIGSOFT FSE Companion,Tool Paper,1.0,Tool Paper,0.5924,Tool Paper,1.0,rule
8d7ed2c95cfebc53f35ed092ef24089b51a77263,Requirements Technical Debt Through the Lens of Environment Assumptions.,2025,TechDebt,Systematic Literature Review,1.0,Empirical Study,0.8738,Systematic Literature Review,1.0,rule
e6566c08d178f9f3175ef197d27b2ac5affec6b4,Automating Technical Debt Management: Insights from Practitioner Discussions in Stack Exchange.,2025,TechDebt,Empirical Study,1.0,Empirical Study,0.6926,Empirical Study,1.0,rule
8cf3c83aeb2951344209437d8d250916ca1b738b,The TechDebt Game - Enabling Discussions about Technical Debt.,2025,TechDebt,Theoretical Contribution,1.0,Position Paper,0.2912,Theoretical Contribution,1.0,rule
49364bca6ca718cc1de89d25da3b8670bb176292,Technical debt management automation: State of the art and future perspectives.,2024,Inf. Softw. Technol.,Systematic Literature Review,1.0,Theoretical Contribution,0.4867,Systematic Literature Review,1.0,rule
91b9f041b284f40757f7448898851ef11af8820b,Hearing the Voice of Software Practitioners on Technical Debt Monitoring: Understanding Monitoring Practices and the Practices&apos; Avoidance Reasons.,2024,J. Softw. Eng. Res. Dev.,Survey,1.0,Empirical Study,0.5378,Survey,1.0,rule
3afcad9ecf2c5f4fd7816d6dff01039b89e968a3,Technical Debt Tools: a Survey and an Empirical Evaluation.,2024,J. Softw. Eng. Res. Dev.,Empirical Study,1.0,Empirical Study,0.7931,Empirical Study,1.0,rule
a17516a4774f8718c8bac72a8049ef7b715f60f9,Engineering sustainable digital transformation projects immune to technical debt.,2024,Kybernetes,Case Study,0.5,Empirical Study,0.5638,Case Study,0.5,rule
2de4507c41b5d2b025ea746f8231d72cf8e22f56,Modelling the quantification of requirements technical debt.,2024,Requir. Eng.,Unknown,0.0,Theoretical Contribution,0.9661,Theoretical Contribution,0.9661,zero-shot
5536a222b4c844bc9f9930a350ad7f850f4ba895,Local and Global Explainability for Technical Debt Identification.,2024,IEEE Trans. Software Eng.,Unknown,0.0,Empirical Study,0.6222,Empirical Study,0.6222,zero-shot
50ece41757097091a8f0db04e254fc99c010e1d7,An Empirical Study on Self-Admitted Technical Debt in Quantum Software.,2024,APSEC,Unknown,0.0,Empirical Study,0.6716,Empirical Study,0.6716,zero-shot
2c9add0c3e15801611d11ac898b032d0bbf5d7d6,Deep Learning and Data Augmentation for Detecting Self-Admitted Technical Debt.,2024,APSEC,Tool Paper,1.0,Tool Paper,0.4104,Tool Paper,1.0,rule
1fd4cb4368a4fbbc7ecacf7c388abd306d621dee,Technical Debt in Continuous Software Engineering: An Overview of the State of the Art and Future Trends.,2024,CIbSE,Survey,1.0,Position Paper,0.4946,Survey,1.0,rule
db1c71a4abefabcadb9608d19c52cdc63a1c1afb,Tracking technical debt in agile low code developments.,2024,CIbSE,Experience Report,1.0,Empirical Study,0.7403,Experience Report,1.0,rule
a405b73b0e68ae5a94482a792f85240ebc532b29,Navigating Challenges and Technical Debt in Large Language Models Deployment.,2024,EuroMLSys@EuroSys,Unknown,0.0,Empirical Study,0.9128,Empirical Study,0.9128,zero-shot
2c2aec170844db350515781811134f1c8b83bc23,A Taxonomy of Self-Admitted Technical Debt in Deep Learning Systems.,2024,ICSME,Unknown,0.0,Empirical Study,0.6962,Empirical Study,0.6962,zero-shot
0012161114f6bc912b6ab585db978c6e996d8c46,What Can Self-Admitted Technical Debt Tell Us About Security? A Mixed-Methods Study.,2024,MSR,Survey,1.0,Empirical Study,0.6985,Survey,1.0,rule
03dfde809f11f2cead916a16874d07fd9cf76341,SATDAUG - A Balanced and Augmented Dataset for Detecting Self-Admitted Technical Debt.,2024,MSR,Unknown,0.0,Empirical Study,0.5883,Empirical Study,0.5883,zero-shot
ce8468ba18aa8779ffd8fd213378a2d97cfea049,Technical Debt Management in Agile Context: A new framework and case study in a large financial institution.,2024,SAC,Case Study,1.0,Empirical Study,0.2808,Case Study,1.0,rule
48dc41b37f76fa7d4117e4995335643e1860a559,Revisiting Technical Debt Types and Indicators for Software Systems.,2024,SAC,Unknown,0.0,Theoretical Contribution,0.5674,Theoretical Contribution,0.5674,zero-shot
d86562ca69fc0a47fc15e0b29347f545acb215d9,Technical Debt Prediction.,2024,SYNASC,Unknown,0.0,Empirical Study,0.7847,Empirical Study,0.7847,zero-shot
70edf9109a7faf6df77da2a6b79d7af094dde187,Towards a Technical Debt for AI-based Recommender System.,2024,TechDebt@ICSE,Position Paper,1.0,Position Paper,0.8981,Position Paper,1.0,rule
fc0973a04b032d8796d45b0ed25fc1e1223aab7e,Comparing Multivariate Time Series Analysis and Machine Learning Performance for Technical Debt Prediction: The SQALE Index Case.,2024,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.8216,Empirical Study,0.8216,zero-shot
18da7fdc55ee54048757abaa0a7f81395f5c7eff,Self-Admitted Technical Debts Identification: How Far Are We?,2024,SANER,Tool Paper,1.0,Empirical Study,0.5052,Tool Paper,1.0,rule
fbf29e4b32450e2a9b32358f066cf8d808ee4632,Sentiment of Technical Debt Security Questions on Stack Overflow: A Replication Study.,2024,SANER,Tool Paper,1.0,Empirical Study,0.6836,Tool Paper,1.0,rule
3fd154fccc306c2b91c5dd3e01ded4ced51b62f0,Understanding Technical Debts of Requirements in an Industry Project: A Qualitative Study.,2024,WER,Survey,1.0,Case Study,0.6468,Survey,1.0,rule
c75b8cd418191fdd35cae5949c48aca4b7267128,Predicting the Dynamics of Earned Value Creation in the Presence of Technical Debt.,2023,IEEE Access,Theoretical Contribution,1.0,Theoretical Contribution,0.8018,Theoretical Contribution,1.0,rule
c134fdadb9527f836189790cbbd0c42d0eb865e5,Probabilistic Enhancement to the LEAP Process for Identifying Technical Debt in Iterative System Development.,2023,IEEE Access,Unknown,0.0,Theoretical Contribution,0.5496,Theoretical Contribution,0.5496,zero-shot
25c0c13f53c7466a8cd33db9b97212203b36a9c3,Investigation on Self-Admitted Technical Debt in Open-Source Blockchain Projects.,2023,Future Internet,Unknown,0.0,Empirical Study,0.83,Empirical Study,0.83,zero-shot
11ead1a5ff6d580ef29f8b117b9031b8574634cb,Investigating the Relationship between Technical Debt Management and Software Development Issues.,2023,J. Softw. Eng. Res. Dev.,Unknown,0.0,Empirical Study,0.3042,Empirical Study,0.3042,zero-shot
5fb75056a58c8b6e74e2d9de2c4b4d4b39d2daa2,Investigating the Point of View of Project Management Practitioners on Technical Debt - A Study on Stack Exchange.,2023,J. Softw. Eng. Res. Dev.,Unknown,0.0,Empirical Study,0.7072,Empirical Study,0.7072,zero-shot
f9925546fc5dd28d690473a9f63348224de488ef,Identification and Management of Technical Debt: A Systematic Mapping Study Update.,2023,J. Softw. Eng. Res. Dev.,Systematic Literature Review,1.0,Empirical Study,0.4015,Systematic Literature Review,1.0,rule
bb5c82370775f21c4ac44ed66e5d6ca13ea21d42,Managing Technical Debt Using Intelligent Techniques - A Systematic Mapping Study.,2023,IEEE Trans. Software Eng.,Systematic Literature Review,1.0,Position Paper,0.5596,Systematic Literature Review,1.0,rule
99fc614bb482c84246fda9fbd0ab2bf6ef1b22c6,Self-Admitted Technical Debt in Ethereum Smart Contracts: A Large-Scale Exploratory Study.,2023,IEEE Trans. Software Eng.,Unknown,0.0,Empirical Study,0.6721,Empirical Study,0.6721,zero-shot
418b890d6ab810b45ad9fc1e9619694682fd38e4,Self-Admitted Technical Debt in the Embedded Systems Industry: An Exploratory Case Study.,2023,IEEE Trans. Software Eng.,Case Study,1.0,Empirical Study,0.5718,Case Study,1.0,rule
82488e37568fb47f3c1a3ea418c7859a17a7c56b,An Architectural Technical Debt Index Based on Machine Learning and Architectural Smells.,2023,IEEE Trans. Software Eng.,Tool Paper,0.75,Empirical Study,0.3807,Tool Paper,0.75,rule
c0788c96a828828602e663e7d50d78a4bea61357,Forecasting the Principal of Code Technical Debt in JavaScript Applications.,2023,IEEE Trans. Software Eng.,Tool Paper,0.667,Empirical Study,0.4901,Tool Paper,0.667,rule
a80abce3b32bad9a9b7708f7bcea4de123ae4467,SoHist: A Tool for Managing Technical Debt through Retro Perspective Code Analysis.,2023,EASE,Unknown,0.0,Experience Report,0.5266,Experience Report,0.5266,zero-shot
f18c9a2396ba393a329e843efcfe0be2a3178322,Multivocal Literature Review on Non-Technical Debt in Software Development: An Exploratory Study.,2023,ENASE,Systematic Literature Review,1.0,Theoretical Contribution,0.8892,Systematic Literature Review,1.0,rule
1dc2b459580c32612c9b532cafcd1a6401c80d59,Exploring Technical Debt in Security Questions on Stack Overflow.,2023,ESEM,Unknown,0.0,Empirical Study,0.7407,Empirical Study,0.7407,zero-shot
ded3f6151f8286e3841fb295e1ba89fb16fc08dd,Technical Debt Management: The Road Ahead for Successful Software Delivery.,2023,ICSE-FoSE,Unknown,0.0,Position Paper,0.7542,Position Paper,0.7542,zero-shot
97ab8c48df79370d8e00187c7ac7b17c4696c720,Towards an Interdisciplinary Technical Debt Interaction and Visualization Tool.,2023,ICPS,Tool Paper,1.0,Empirical Study,0.3782,Tool Paper,1.0,rule
8a1576a42856920388eae81c2fb76569f8a7e2b2,What&apos;s behind tight deadlines? Business causes of technical debt.,2023,CHASE,Survey,1.0,Survey,0.3739,Survey,1.0,rule
5ff180524742c1641dda3b9dbca20b0a32558364,Towards Automatically Addressing Self-Admitted Technical Debt: How Far Are We?,2023,ASE,Empirical Study,1.0,Empirical Study,0.7369,Empirical Study,1.0,rule
04af4773b11a8b78dd4a2b5fd7fa3cf29bbe8a06,Quantifying Requirements Technical Debt: A Systematic Mapping Study and a Conceptual Model.,2023,RE,Unknown,0.0,Theoretical Contribution,0.966,Theoretical Contribution,0.966,zero-shot
62166be9bcc00cd6d96b86a1151b199c4ad2d44a,Measuring Improvement of F1-Scores in Detection of Self-Admitted Technical Debt.,2023,TechDebt@ICSE,Tool Paper,0.5,Empirical Study,0.7812,Tool Paper,0.5,rule
4bbb8f495bdc31b0e680c748bd9853af6ef126ab,Technical Debt Contagiousness Metrics for Measurement and Prioritization in Mechatronics.,2023,TechDebt@ICSE,Tool Paper,1.0,Empirical Study,0.5112,Tool Paper,1.0,rule
cff3f7b53bc62ef46b792f3bc34be7cc7a0e199e,The Type to Take Out a Loan? A Study of Developer Personality and Technical Debt.,2023,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.8245,Empirical Study,0.8245,zero-shot
9633047daa884e7a5b5b91fea1b31c5dcda81f66,Automatically Identifying Relations Between Self-Admitted Technical Debt Across Different Sources.,2023,TechDebt@ICSE,Tool Paper,0.5,Empirical Study,0.7906,Tool Paper,0.5,rule
bd6c0b06d08249f69b76865c6233634775895bab,Automated Self-Admitted Technical Debt Tracking at Commit-Level: A Language-independent Approach.,2023,TechDebt@ICSE,Tool Paper,1.0,Tool Paper,0.4453,Tool Paper,1.0,rule
46d955e72e0a1684d04eae312668804aea975e88,Technical Debt Classification in Issue Trackers using Natural Language Processing based on Transformers.,2023,TechDebt@ICSE,Tool Paper,1.0,Empirical Study,0.4206,Tool Paper,1.0,rule
20148c4f1893b72b6b247f315d93551dd96047da,An Exploratory Study on the Occurrence of Self-Admitted Technical Debt in Android Apps.,2023,TechDebt@ICSE,Empirical Study,1.0,Empirical Study,0.5153,Empirical Study,1.0,rule
901df1c03de2d9f3e4d2690b3a1ed84cca9c2169,Technical Debt Diffuseness in the Apache Ecosystem: A Differentiated Replication.,2023,SANER,Unknown,0.0,Empirical Study,0.6934,Empirical Study,0.6934,zero-shot
d1740a70b360c94cc37314f808feb29c8d2dd432,Do we need to pay technical debt in blockchain software systems?,2022,Connect. Sci.,Unknown,0.0,Empirical Study,0.7861,Empirical Study,0.7861,zero-shot
2069caba585ae5f60bf41e6c9c76c2c3590621c9,Technical debt as an indicator of software security risk: a machine learning approach for software development enterprises.,2022,Enterp. Inf. Syst.,Unknown,0.0,Empirical Study,0.5273,Empirical Study,0.5273,zero-shot
0ea5ef082c9b8df726fc07dc2c3a41334f9ca99c,The use of incentives to promote technical debt management.,2022,Inf. Softw. Technol.,Unknown,0.0,Position Paper,0.5314,Position Paper,0.5314,zero-shot
a70943612074530cd56d4b178c388a4afb9e3e30,An empirical study on self-admitted technical debt in modern code review.,2022,Inf. Softw. Technol.,Case Study,0.5,Empirical Study,0.8632,Case Study,0.5,rule
e9a4177ebdb45bda9af6b39be6e1ce9fb9de3f81,Does it matter who pays back Technical Debt? An empirical study of self-fixed TD.,2022,Inf. Softw. Technol.,Empirical Study,1.0,Empirical Study,0.7681,Empirical Study,1.0,rule
95386da256a5fad0dbbba228be6feb32ae5f7a6a,Empirical evaluation of an architectural technical debt index in the context of the Apache and ONAP ecosystems.,2022,PeerJ Comput. Sci.,Tool Paper,0.667,Empirical Study,0.5626,Tool Paper,0.667,rule
3405d983891ba2b060a2962cd66dcef37c25a093,SATDBailiff-mining and tracking self-admitted technical debt.,2022,Sci. Comput. Program.,Tool Paper,1.0,Empirical Study,0.4378,Tool Paper,1.0,rule
ad0819ece7a3e5d49f0f25b288a6a69e439cfd9e,Multiclass Classification for Self-Admitted Technical Debt Based on XGBoost.,2022,IEEE Trans. Reliab.,Tool Paper,0.667,Empirical Study,0.5166,Tool Paper,0.667,rule
6375b23a67a11067fd6a3f56bc0fb490c2ef09e6,Managing Technical Debt in Database Normalization.,2022,IEEE Trans. Software Eng.,Case Study,0.667,Empirical Study,0.5036,Case Study,0.667,rule
0c4ce3c4a05ee326f4cbcb128df93baa7ac7dc45,Can Clean New Code Reduce Technical Debt Density?,2022,IEEE Trans. Software Eng.,Case Study,1.0,Empirical Study,0.5589,Case Study,1.0,rule
d2f3709702522a1f94db6ea6b7303d509c8216fa,Machine Learning for Technical Debt Identification.,2022,IEEE Trans. Software Eng.,Unknown,0.0,Empirical Study,0.4198,Empirical Study,0.4198,zero-shot
08be4f093a6d90d9e0281d9ffdb7c38be5644d79,Characterizing and Mitigating Self-Admitted Technical Debt in Build Systems.,2022,IEEE Trans. Software Eng.,Tool Paper,0.5,Empirical Study,0.8639,Tool Paper,0.5,rule
e9a83451b2869213ac5184916abb2d39e9f33ebb,Identifying Self-Admitted Technical Debts With Jitterbug: A Two-Step Approach.,2022,IEEE Trans. Software Eng.,Tool Paper,1.0,Tool Paper,0.326,Tool Paper,1.0,rule
75050b17fd75f7962f779b4f7cab4bef4dd6f806,Practitioners&apos; Perspective on Practices for Preventing Technical Debt Accumulation in Scientific Software Development.,2022,ENASE,Unknown,0.0,Theoretical Contribution,0.3815,Theoretical Contribution,0.3815,zero-shot
f5378ecf3bb30140eb84383fb33ac5b51055920c,Characterizing Technical Debt in Evolving Open-source Software.,2022,ENASE,Unknown,0.0,Empirical Study,0.9258,Empirical Study,0.9258,zero-shot
cb6b3f6632833d19f03d14b2c792b9d82892111d,Potential Technical Debt and Its Resolution in Code Reviews: An Exploratory Study of the OpenStack and Qt Communities.,2022,ESEM,Empirical Study,1.0,Empirical Study,0.6463,Empirical Study,1.0,rule
019107b48a19aafa6b1477a258f0ca951e15433e,An Experience Report on Technical Debt in Pull Requests: Challenges and Lessons Learned.,2022,ESEM,Experience Report,1.0,Empirical Study,0.5192,Experience Report,1.0,rule
3a0ebddcc6c482f3d934e403f44b7a5b52155214,Comprehending the use of intelligent techniques to support technical debt management.,2022,TechDebt@ICSE,Systematic Literature Review,1.0,Empirical Study,0.4416,Systematic Literature Review,1.0,rule
4099d4ca15d197c948946c9a18b25734bf7d1534,Investigating the point of view of project management practitioners on technical debt: a preliminary study on stack exchange.,2022,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.6213,Empirical Study,0.6213,zero-shot
e20e266add694d40e5e40fae130190debeb89580,Sonarlizer xplorer: a tool to mine github projects and identify technical debt items using SonarQube.,2022,TechDebt@ICSE,Tool Paper,1.0,Tool Paper,0.4504,Tool Paper,1.0,rule
2f07f937e399391097f12c949e6be8458c204904,Technical debt prioritization: a developer&apos;s perspective.,2022,TechDebt@ICSE,Unknown,0.0,Empirical Study,0.5811,Empirical Study,0.5811,zero-shot
540e1a609fd7e88790d7ea2669a63fa28cf3beb3,An architecture smell knowledge base for managing architecture technical debt.,2022,TechDebt@ICSE,Systematic Literature Review,1.0,Empirical Study,0.5391,Systematic Literature Review,1.0,rule
d615fbb6ecd0eeb273fdb418de99e8d528b5b6da,PILOT: synergy between text processing and neural networks to detect self-admitted technical debt.,2022,TechDebt@ICSE,Tool Paper,0.5,Tool Paper,0.3647,Tool Paper,0.5,rule
3316a509c7a42e615ceae91b7a6138060948cf10,TD classifier: automatic identification of Java classes with high technical debt.,2022,TechDebt@ICSE,Tool Paper,0.75,Tool Paper,0.3702,Tool Paper,0.75,rule
42db9067e9abef0ea3813b7d60b1c66f6b754d0e,A first look at duplicate and near-duplicate self-admitted technical debt comments.,2022,ICPC,Tool Paper,1.0,Empirical Study,0.6458,Tool Paper,1.0,rule
fe87e458b28d023856c4d03e29c7cad90f82f9cc,The negative implications of technical debt on software startups: what they are and when they surface.,2022,IWSiB@ICSE,Case Study,1.0,Empirical Study,0.516,Case Study,1.0,rule
01871666b9e7af56e4bec4f095fa9a33d5d0f073,WeakSATD: Detecting Weak Self-admitted Technical Debt.,2022,MSR,Position Paper,1.0,Position Paper,0.3064,Position Paper,1.0,rule
2304eaf1f6b598ba9c0e631b903345f112a491e8,Modelling the Quantification of Technical Debt.,2022,SPLASH Companion,Tool Paper,1.0,Theoretical Contribution,0.9469,Tool Paper,1.0,rule
3fa91b64a7fa1d9ea3758d5c188d2d15e51ff1e3,TD4ViS 2022: 1st International Workshop on Technical Debt for Variability-Intensive Systems.,2022,SPLC,Position Paper,1.0,Position Paper,0.7765,Position Paper,1.0,rule
2e89170cea58f705d294c0f190359e49f3286234,Automatic Detection and Analysis of Technical Debts in Peer-Review Documentation of R Packages.,2022,SANER,Empirical Study,1.0,Empirical Study,0.5686,Empirical Study,1.0,rule
8d0ad47e170d6c59f134b6005c45ca4d820816d7,"Searching for Technical Debt - An Empirical, Exploratory, and Descriptive Case Study.",2022,SANER,Case Study,1.0,Empirical Study,0.995,Case Study,1.0,rule
3bd2e3d6d071971de73a49b1c3ed0429e8f50cbd,Experience With Managing Technical Debt in Scientific Software Development Using the EXA2PRO Framework.,2021,IEEE Access,Experience Report,1.0,Empirical Study,0.3631,Experience Report,1.0,rule
ee25fb7f3c6b7c01b18d59a9c9fe2d033ba8d436,Technical debt reduction using epsilon-Nash equilibrium for the perturbed software refactor game model.,2021,Int. J. Inf. Decis. Sci.,Unknown,0.0,Empirical Study,0.3555,Empirical Study,0.3555,zero-shot
0f9b14ab0c204fcf0deecaab60e14ff72abe887c,Technical debt payment and prevention through the lenses of software architects.,2021,Inf. Softw. Technol.,Unknown,0.0,Empirical Study,0.4525,Empirical Study,0.4525,zero-shot
cade06f1097855b90713ec5ccef97faf44a68dc2,Technical Debt and Firm Performance.,2021,Manag. Sci.,Unknown,0.0,Empirical Study,0.9818,Empirical Study,0.9818,zero-shot
